,price,location,baths,bedrooms,Total_Area
37560,16000000,I-10,2,4,18240.817
37561,15000000,Bahria Town,4,5,1633.506
37562,13500000,D-17,4,4,1905.757
37563,26500000,G-15,7,7,3811.514
37564,6500000,Ghauri Town,3,2,1361.255
37565,14000000,Bahria Town,4,3,1361.255
37566,100000000,F-11,10,9,5445.0
37567,25000000,other,0,0,2722.51
37569,15000000,Soan Garden,5,4,2178.008
37570,7000000,Bhara kahu,4,2,2722.51
37571,18000000,G-10,4,4,17968.566
37574,180000000,F-10,10,8,10890.0
37575,65000000,F-11,5,5,48460.67799999999
37576,16000000,National Police Foundation O-9,6,5,2722.51
37577,11500000,Ghauri Town,5,4,1361.255
37851,7600000,DHA Defence,3,3,2178.008
37853,14500000,PWD Housing Scheme,5,5,2722.51
37854,15500000,Ghauri Town,7,7,1905.757
37855,4000000,DHA Defence,2,2,1361.255
37856,15500000,Garden Town,7,6,1905.757
37857,91500000,F-11,6,6,5445.0
37858,9500000,Ghauri Town,5,5,1089.004
37859,145000000,F-11,8,6,70785.0
37861,6850000,DHA Defence,3,3,2178.008
37862,25000000,Soan Garden,6,6,59895.0
37863,37000000,Soan Garden,6,6,5445.0
37864,37000000,Soan Garden,6,6,5445.0
37866,26500000,G-15,7,7,3811.514
37867,140000000,F-7,5,5,5445.0
37868,45000000,Bani Gala,9,8,98010.0
37869,120000000,F-10,6,10,10890.0
37870,35000000,DHA Defence,0,0,5445.0
37871,14500000,I-10,3,3,18240.817
37873,36500000,DHA Defence,6,5,48460.67799999999
37874,49500000,G-11,0,0,3811.514
37875,100000000,F-6,6,5,70785.0
37877,15000000,F-17,5,6,2178.008
37879,15000000,F-17,6,5,2178.008
37881,55000000,F-11,8,7,65340.0
37882,6000000,Ghauri Town,3,2,1361.255
37883,8500000,Ghauri Town,0,0,1089.004
37884,45000000,G-10,3,3,3539.263
37885,33000000,other,7,7,5445.0
38156,13500000,B-17,7,5,2178.008
38159,3800000,DHA Defence,2,2,1361.255
38161,6500000,Shaheen Town,3,3,1361.255
38162,15500000,G-13,0,0,1089.004
38163,45000000,DHA Defence,6,6,5445.0
38164,24000000,Bahria Town,0,0,2722.51
38165,24000000,Bahria Town,6,5,2722.51
38166,46500000,Bahria Town,8,7,5445.0
38167,46500000,Bahria Town,8,7,5445.0
38168,82500000,E-11,0,0,5445.0
38169,37500000,E-11,6,6,29675.359
38170,360000000,F-7,6,6,130680.0
38171,17500000,G-11,4,4,11979.043999999998
38172,48000000,Bahria Town,6,5,5445.0
38173,48000000,Bahria Town,6,5,5445.0
38174,70000000,E-11,6,6,59895.0
38175,26500000,G-11,6,5,1905.757
38176,85000000,F-10,6,6,70785.0
38177,15500000,Ghauri Town,6,6,1905.757
38178,17000000,G-7,3,5,1361.255
38179,4000000,DHA Defence,0,0,1361.255
38181,23000000,CBR Town,7,6,3267.012
38183,75000000,DHA Defence,6,5,5445.0
38186,10000000,Ghauri Town,4,4,1361.255
38188,21000000,Soan Garden,6,8,4356.016
38191,22500000,PWD Housing Scheme,6,5,25319.343
38192,7500000,Ghauri Town,0,0,1361.255
38193,41000000,DHA Defence,6,6,5445.0
38422,3300000,other,3,3,1361.255
38425,66000000,F-11,8,7,5445.0
38426,145000000,F-11,8,6,70785.0
38427,12000000,Soan Garden,0,3,2722.51
38428,32400000,DHA Defence,3,3,5445.0
38429,10500000,Bani Gala,5,6,1361.255
38430,26000000,G-15,0,0,38659.642
38431,19000000,G-15,0,0,2178.008
38432,67000000,F-10,4,4,5445.0
38434,19000000,D-12,4,3,23141.335
38435,8900000,Ghauri Town,5,4,1361.255
38436,17000000,G-13,5,4,1361.255
38438,3500000,Alipur Farash,2,2,816.7529999999999
38439,77500000,I-8,7,6,5445.0
38440,14500000,G-13,5,5,1089.004
38442,100000000,F-10,4,5,65340.0
38443,240000000,F-6,0,0,114345.0
38447,20000000,Chatha Bakhtawar,5,7,1905.757
38682,400000000,F-6,7,7,27225.0
38683,15000000,Soan Garden,5,4,1633.506
38685,10500000,Chatha Bakhtawar,6,6,17696.315
38686,13000000,H-13,5,4,1361.255
38687,52500000,DHA Defence,6,6,5445.0
38690,9500000,Ghauri Town,3,3,1905.757
38691,6000000,Ghauri Town,4,4,816.7529999999999
38692,7500000,Ghauri Town,3,3,1361.255
38693,4800000,Ghauri Town,4,4,816.7529999999999
38694,7800000,Ghauri Town,3,3,1361.255
38695,7800000,Ghauri Town,3,3,1361.255
38697,35000000,National Police Foundation O-9,6,6,5445.0
38698,29500000,G-15,8,7,38659.642
38699,12500000,F-10,3,3,1089.004
38700,165000000,E-7,5,4,103455.0
38701,30000000,B-17,0,8,5445.0
38702,29000000,G-8,7,7,1905.757
38703,13500000,G-13,0,5,11979.043999999998
38704,33500000,G-13,0,7,29675.359
38705,24500000,G-13,0,5,2178.008
38706,11000000,Ghauri Town,5,4,1361.255
38707,42500000,Bahria Town,6,6,5445.0
38708,24000000,Bahria Town,6,5,2994.7609999999995
38709,21000000,Bahria Town,6,5,2722.51
38710,30000000,E-11,6,5,2178.008
38711,6200000,Ghauri Town,3,2,1361.255
38712,85000000,F-10,5,5,59895.0
38713,25000000,Chak Shahzad,8,6,2722.51
38715,120000000,F-10,10,11,10890.0
38716,20000000,other,6,7,2722.51
38717,15000000,F-17,6,5,2178.008
38718,100000000,F-11,4,6,5445.0
38719,30000000,G-9,5,5,29675.359
38720,75000000,E-11,7,6,4900.518
38721,19000000,D-12,5,4,299475.0
38723,45000000,I-8,6,6,38659.642
38724,45000000,I-8,6,6,33759.124
38725,28000000,E-11,0,0,1633.506
38930,48000000,E-11,6,6,4356.016
38931,59500000,G-11,7,7,65340.0
38932,26000000,G-11,5,5,1905.757
38933,9500000,Soan Garden,7,6,1633.506
38935,34000000,G-13,3,4,2722.51
38936,7500000,Ghauri Town,4,4,1089.004
38937,190000000,F-8,8,7,70785.0
38938,4200000,Burma Town,3,3,1361.255
38939,42500000,DHA Defence,7,6,5445.0
38940,37000000,G-13,9,9,2450.259
38941,24000000,G-9,0,0,18240.817
38942,62500000,Naval Anchorage,0,0,10890.0
38945,80000000,F-11,6,6,5445.0
38948,3300000,DHA Defence,2,2,1361.255
38949,6700000,DHA Defence,3,3,2178.008
38950,45000000,F-11,6,5,2722.51
38951,22000000,Bahria Town,5,4,2722.51
38952,27500000,Bahria Town,6,5,2722.51
38953,20500000,Zaraj Housing Scheme,5,4,2722.51
38954,26000000,Bahria Town,6,5,2722.51
38955,32500000,E-11,5,5,2450.259
38956,35000000,G-13,8,7,2722.51
38957,15000000,Bani Gala,4,4,1905.757
38958,11500000,Soan Garden,2,2,29675.359
38959,6500000,H-13,3,3,1361.255
38961,27000000,Bani Gala,8,8,5445.0
39200,48500000,Bahria Town,6,5,5445.0
39201,17500000,G-15,5,6,2178.008
39202,4500000,Khanna Pul,2,2,1089.004
39205,36500000,G-9,5,6,2722.51
39209,9550000,B-17,6,5,1361.255
39211,150000000,other,10,8,130680.0
39214,9900000,H-13,5,4,1361.255
39215,95000000,F-7,0,0,5445.0
39216,49500000,I-8,7,6,3267.012
39218,22000000,Bahria Town,5,4,2722.51
39219,49500000,I-8,6,6,38659.642
39220,46500000,Bahria Town,7,6,5445.0
39222,15000000,G-13,5,5,1089.004
39223,26000000,Bahria Town,6,5,2722.51
39224,42500000,Bahria Town,7,6,5445.0
39225,32000000,Bahria Town,6,5,2722.51
39227,65000000,F-11,6,5,5445.0
39229,14500000,Islamabad Highway,5,6,12251.294999999998
39476,6000000,Tarlai,4,8,816.7529999999999
39477,26500000,Naval Anchorage,8,7,3811.514
39478,170000000,Bani Gala,0,0,38115.0
39479,42500000,Shah Allah Ditta,6,6,5445.0
39481,12500000,I-14,0,4,14429.302999999998
39482,19000000,DHA Defence,4,3,2994.7609999999995
39484,280000000,F-7,0,0,10890.0
39485,77500000,F-10,6,6,70785.0
39486,90000000,I-8,9,9,65340.0
39489,145000000,F-7,0,0,70785.0
39490,145000000,F-8,9,6,70785.0
39491,145000000,F-6,9,6,70785.0
39492,2400000,Tarlai,2,4,544.502
39494,23500000,PWD Housing Scheme,8,7,3267.012
39495,3700000,Lehtarar Road,3,2,1361.255
39497,16500000,G-13,3,3,1089.004
39498,3800000,DHA Defence,2,2,1361.255
39499,7000000,DHA Defence,3,3,2178.008
39500,35000000,Bahria Town,10,7,28586.355
39742,160000000,F-7,8,10,70785.0
39743,180000000,E-7,5,5,103455.0
39746,140000000,F-7,7,7,70785.0
39747,41000000,E-11,6,6,27497.351
39749,3800000,other,0,0,1361.255
39751,13500000,B-17,4,4,2178.008
39753,42500000,Green Avenue,6,6,40020.897
39755,23500000,Bahria Town,0,0,2722.51
39759,14800000,Ghauri Town,7,6,1905.757
39760,20500000,PWD Housing Scheme,5,4,2722.51
39761,120000000,F-10,6,6,10890.0
39762,29900000,DHA Defence,4,3,5445.0
39763,44500000,I-8,6,6,38659.642
39764,47500000,Bahria Town,6,5,5445.0
39765,47500000,Bahria Town,6,5,5445.0
39766,5500000,Tarlai,2,4,1361.255
39767,86500000,F-7,0,0,5445.0
39769,7200000,other,3,4,1905.757
39770,25000000,CBR Town,0,0,38659.642
39771,1500000,C-18,5,4,15246.056
40014,31500000,Bahria Town,8,7,3539.263
40015,31500000,Bahria Town,8,7,3539.263
40016,10000000,FECHS,3,3,1905.757
40017,6700000,Ghauri Town,3,3,1089.004
40018,8000000,Ghauri Town,5,4,1361.255
40019,6300000,Ghauri Town,3,2,1361.255
40020,17000000,I-10,7,4,1089.004
40021,16000000,G-13,5,3,1089.004
40022,8200000,PWD Housing Scheme,3,4,9528.785
40023,350000000,F-8,0,0,21780.0
40024,350000000,F-8,0,0,21780.0
40025,32500000,I-10,6,6,1905.757
40026,11500000,I-14,0,0,1633.506
40027,14500000,I-10,3,3,18240.817
40028,35000000,B-17,8,6,5445.0
40030,29000000,G-6,7,7,21235.578
40036,23500000,Bahria Town,6,5,2722.51
40037,23500000,Bahria Town,6,5,2722.51
40038,26500000,G-9,4,4,18240.817
40039,8500000,FECHS,3,2,1905.757
40040,23500000,G-11,4,4,1361.255
40041,4600000,Koral Chowk,2,2,2178.008
40296,7600000,DHA Defence,4,3,2178.008
40299,9550000,B-17,6,5,1361.255
40301,95000000,F-11,10,8,70785.0
40304,29000000,DHA Defence,6,5,2722.51
40305,21500000,Bahria Town,6,5,2722.51
40306,7800000,Ghauri Town,5,4,12251.294999999998
40307,48500000,Bahria Town,6,5,5445.0
40308,85000000,E-11,9,8,5445.0
40309,55000000,G-11,6,5,5445.0
40311,91000000,F-6,6,5,59895.0
40312,23000000,Bahria Town,6,6,3811.514
40313,80000000,F-11,6,6,70785.0
40314,400000000,F-6,7,6,21780.0
40547,7400000,DHA Defence,3,3,2178.008
40548,6500000,DHA Defence,3,3,2178.008
40549,6000000,DHA Defence,3,3,2178.008
40550,5800000,DHA Defence,0,3,2178.008
40551,2350000,DHA Defence,0,2,1361.255
40552,2450000,DHA Defence,0,2,1361.255
40553,2500000,DHA Defence,0,2,1361.255
40554,2900000,DHA Defence,0,2,1361.255
40555,3000000,DHA Defence,0,2,1361.255
40556,3200000,DHA Defence,2,2,1361.255
40557,7500000,DHA Defence,0,3,2178.008
40558,3500000,DHA Defence,0,2,1361.255
40559,3800000,DHA Defence,0,2,1361.255
40560,105000000,F-11,0,8,5445.0
40561,130000000,F-8,0,0,5445.0
40562,92500000,F-11,0,6,5445.0
40563,110000000,F-11,0,8,5445.0
40564,62500000,F-11,0,6,4356.016
40565,82500000,F-11,0,6,5445.0
40569,32500000,F-10,0,8,70785.0
40570,140000000,F-10,0,10,119790.0
40574,27500000,G-8,0,5,18240.817
40575,20000000,G-8,0,0,15246.056
40576,37500000,G-8,0,0,33759.124
40577,35000000,G-9,0,5,29675.359
40578,35000000,G-9,0,6,29675.359
40579,42500000,other,0,5,38659.642
40580,24000000,other,0,5,18240.817
40581,62500000,Naval Anchorage,0,8,10890.0
40582,39900000,DHA Defence,5,5,5445.0
40583,24000000,CBR Town,6,6,3267.012
40584,25000000,CBR Town,6,6,3267.012
40585,43000000,I-8,7,6,3267.012
40587,3600000,DHA Defence,2,2,1361.255
40588,32500000,E-11,0,0,27497.351
40589,13500000,Soan Garden,5,4,1633.506
40590,14500000,CBR Town,6,5,2178.008
40591,21000000,G-13,6,5,2178.008
40592,14000000,G-13,3,3,11979.043999999998
40593,9000000,B-17,3,3,1361.255
40594,5500000,other,3,3,1633.506
40596,4000000,DHA Defence,2,2,1361.255
40598,170000000,E-7,4,4,103455.0
40599,130000000,F-6,5,5,87120.0
40600,75000000,F-6,3,3,48460.67799999999
40603,32500000,G-10,5,5,23958.088
40800,145000000,F-7,7,6,5445.0
40801,7400000,Ghauri Town,0,0,1089.004
40803,17000000,G-13,0,0,1361.255
40805,61000000,G-13,0,6,5445.0
40806,46500000,G-13,0,6,38659.642
40807,46500000,Bahria Town,6,5,5445.0
40808,46500000,Bahria Town,6,5,5445.0
40809,75000000,F-11,6,6,70785.0
40810,94000000,F-11,8,8,70785.0
40812,20000000,CBR Town,0,2,3811.514
40813,3800000,DHA Defence,2,2,1361.255
40814,57500000,F-10,0,0,5445.0
40815,29000000,G-15,7,6,3267.012
40816,16000000,G-15,4,4,1905.757
40818,7800000,DHA Defence,3,3,2178.008
40820,3550000,DHA Defence,2,2,1361.255
40821,30500000,Bahria Town,6,5,2722.51
40822,4500000,DHA Defence,2,2,1361.255
40824,15000000,I-10,0,0,18240.817
41079,80000000,I-8,6,10,38659.642
41081,22000000,other,3,3,1905.757
41082,47000000,DHA Defence,7,6,5445.0
41083,14200000,Soan Garden,5,4,1633.506
41084,4800000,Ghauri Town,2,2,1361.255
41286,2700000,other,1,3,544.502
41287,19000000,PWD Housing Scheme,6,6,3539.263
41288,70000000,other,8,8,10890.0
41289,70000000,other,8,8,10890.0
41290,8500000,Bani Gala,4,4,1361.255
41292,29000000,G-15,7,7,38659.642
41293,95000000,F-10,6,6,70785.0
41294,8800000,Ghauri Town,5,4,1089.004
41295,117500000,F-8,5,5,65340.0
41296,53500000,DHA Defence,6,5,5445.0
41297,28000000,Bahria Town,6,5,3267.012
41298,106000000,F-11,0,8,5445.0
41299,8300000,Ghauri Town,5,4,1089.004
41301,40000000,Naval Anchorage,0,0,5445.0
41303,6000000,Arsalan Town,3,2,1361.255
41304,6200000,Shaheen Town,4,3,1361.255
41305,7500000,Shaheen Town,4,4,1361.255
41306,11000000,other,0,0,1361.255
41307,14000000,other,0,0,2178.008
41308,65000000,E-11,7,6,4900.518
41329,3000000,Islamabad - Murree Expressway,2,2,1089.004
41330,49000000,G-11,6,6,38659.642
41331,135000000,F-7,6,6,5445.0
41332,120000000,F-8,6,6,65340.0
41333,38000000,Bahria Town,6,5,70785.0
41334,23000000,other,3,4,18240.817
41337,24500000,Bahria Town,6,5,2722.51
41339,15000000,I-8,4,4,1361.255
41340,19000000,DHA Defence,4,3,2722.51
41341,3600000,Tarlai,1,3,1089.004
41344,7000000,Ghauri Town,4,4,816.7529999999999
41345,130000000,F-8,6,6,98010.0
41346,6000000,Bani Gala,2,2,1633.506
41347,15800000,D-17,5,5,2178.008
41348,27000000,Ghauri Town,10,7,2722.51
41349,5500000,Tarnol,0,0,12251.294999999998
41353,78000000,F-10,6,6,5445.0
41354,16500000,CBR Town,7,6,22869.084
41544,18000000,CBR Town,3,3,3267.012
41545,13500000,CBR Town,5,5,1905.757
41563,26500000,G-13,6,4,1905.757
41564,12900000,I-10,0,0,1361.255
41566,50000000,B-17,0,0,5445.0
41567,9800000,Ghauri Town,5,4,1361.255
41568,44000000,I-8,3,3,3811.514
41569,14500000,I-10,3,3,18240.817
41571,25500000,G-15,7,7,3811.514
41572,80000000,E-11,0,0,5445.0
41573,9000000,Khanna Pul,5,4,13068.048
41574,25500000,CBR Town,6,6,38659.642
41575,25000000,CBR Town,7,6,38659.642
41802,24500000,CBR Town,8,7,38659.642
41803,35000000,DHA Defence,5,5,5445.0
41804,26000000,G-15,0,0,38659.642
41805,19000000,G-15,0,0,2178.008
41806,15000000,Pakistan Town,4,4,2722.51
41807,44400000,DHA Defence,7,6,5445.0
41808,16000000,G-13,5,4,1089.004
41809,4000000,Ghauri Town,2,2,8984.283
41810,20000000,Bani Gala,6,6,4083.765
41812,49000000,DHA Defence,6,6,5445.0
41813,70000000,F-10,4,5,5445.0
41815,28800000,B-17,6,6,5445.0
41816,8700000,Ghauri Town,5,4,1361.255
41817,4000000,other,0,2,1361.255
41818,57500000,Bani Gala,8,7,81675.0
41819,8000000,Bhara kahu,4,3,3267.012
41821,3000000,DHA Defence,2,2,1361.255
41822,16000000,FECHS,6,8,1905.757
41823,6500000,Ghauri Town,3,3,1089.004
41843,82500000,F-10,6,6,70785.0
41844,8500000,Ghauri Town,4,4,1361.255
41846,7000000,Ghauri Town,3,3,1361.255
41847,9000000,other,5,4,1905.757
42084,15500000,Soan Garden,7,6,2722.51
42085,10500000,Kashmir Highway,7,7,1361.255
42086,16500000,Pakistan Town,5,7,2722.51
42087,12000000,Soan Garden,3,3,2722.51
42088,13500000,Soan Garden,5,4,1633.506
42089,16500000,Soan Garden,5,5,2450.259
42090,14000000,Soan Garden,5,4,1633.506
42091,320000000,F-8,0,0,21780.0
42092,38500000,G-9,5,5,38659.642
42093,20000000,Bhara kahu,4,6,5445.0
42095,45000000,DHA Defence,6,5,5445.0
42096,3600000,Burma Town,2,3,9528.785
42098,19500000,Bani Gala,6,6,4083.765
42099,35000000,Bani Gala,7,7,5445.0
42101,8000000,Bhara kahu,5,5,1633.506
42103,35000000,G-15,0,6,38659.642
42104,30500000,G-13,10,10,29675.359
42105,24000000,PWD Housing Scheme,0,0,3267.012
42106,29000000,PWD Housing Scheme,6,3,3267.012
42107,36000000,Korang Town,8,8,5445.0
42108,30000000,Korang Town,6,6,3267.012
42109,16000000,Pakistan Town,6,6,2722.51
42110,14000000,G-13,0,0,11979.043999999998
42111,9000000,other,0,2,1633.506
42112,6000000,Bhara kahu,5,5,1089.004
42113,24500000,G-13,0,0,2178.008
42114,29500000,G-10,2,2,2722.51
42115,2700000,other,3,3,816.7529999999999
42116,9500000,Chatha Bakhtawar,5,4,1361.255
42117,27500000,G-8,0,5,18240.817
42118,20000000,G-8,0,0,15246.056
42119,39000000,G-8,0,0,33759.124
42120,35000000,G-9,0,5,29675.359
42121,37000000,G-9,0,0,29675.359
42122,42500000,G-9,0,5,38659.642
42123,24000000,G-9,0,5,18240.817
42124,62500000,Naval Anchorage,0,8,10890.0
42125,4500000,other,3,2,1089.004
42126,9000000,FECHS,3,2,1905.757
42127,24000000,I-10,6,6,25319.343
42128,75000000,E-11,0,0,5445.0
42350,3000000,Arsalan Town,2,3,816.7529999999999
42351,26000000,CBR Town,8,7,3267.012
42352,17000000,D-17,6,7,22869.084
42353,37000000,Korang Town,8,7,10890.0
42354,92000000,E-11,6,4,5445.0
42355,14500000,CBR Town,6,5,1905.757
42356,24000000,CBR Town,8,7,3267.012
42357,14500000,CBR Town,6,5,1905.757
42358,17000000,other,7,4,30492.112
42359,14500000,Bahria Town,0,0,1361.255
42362,23500000,G-9,3,3,1633.506
42363,44000000,G-15,6,8,4900.518
42364,30500000,G-9,5,5,2722.51
42365,35000000,Bani Gala,0,0,5445.0
42366,40000000,Bani Gala,0,0,5445.0
42367,22500000,Bahria Town,6,5,2722.51
42368,13000000,Bahria Town,3,3,1361.255
42369,13000000,Bahria Town,3,3,1361.255
42371,65000000,E-11,6,6,5445.0
42372,22000000,Margalla Town,4,5,2178.008
42373,8500000,other,4,5,1361.255
42375,7500000,Ghauri Town,6,6,1089.004
42376,67500000,I-8,7,7,33759.124
42377,95000000,I-8,7,7,65340.0
42378,14000000,CBR Town,6,5,1905.757
42653,14800000,G-13,6,5,1089.004
42654,115000000,F-7,5,5,5445.0
42655,13500000,Bahria Town,6,5,1361.255
42656,19000000,G-13,4,3,1089.004
42657,13700000,G-13,4,2,11979.043999999998
42659,22500000,G-15,0,6,38659.642
42660,28000000,G-13,0,5,29675.359
42661,23000000,G-13,0,0,2178.008
42662,12500000,G-13,0,0,11979.043999999998
42663,14000000,G-13,0,0,11979.043999999998
42664,15500000,G-13,0,0,11979.043999999998
42665,16500000,G-14,0,0,15246.056
42666,35000000,G-14,0,0,38659.642
42667,42500000,G-13,0,10,38659.642
42668,27000000,G-13,0,5,2178.008
42670,47500000,Bahria Town,6,5,5445.0
42671,36000000,G-13,0,5,29675.359
42672,56500000,F-11,6,6,5445.0
42673,78500000,F-11,6,6,70785.0
42674,9000000,Ghauri Town,6,5,1361.255
42675,66500000,F-11,5,5,5445.0
42678,55000000,DHA Defence,6,6,5445.0
42679,45000000,DHA Defence,5,5,5445.0
42680,38000000,DHA Defence,5,5,4356.016
42683,47500000,Bahria Town,6,5,5445.0
42685,6900000,Ghauri Town,3,2,1361.255
42686,8000000,Ghauri Town,5,2,1361.255
42687,3500000,DHA Defence,2,2,1361.255
42688,11000000,CBR Town,3,2,1905.757
42689,18000000,Soan Garden,6,6,3267.012
42692,23000000,CBR Town,8,6,3267.012
42693,13000000,Soan Garden,3,4,1633.506
42695,13500000,Soan Garden,5,4,1633.506
42915,15000000,Soan Garden,5,4,1905.757
42916,13500000,Soan Garden,5,4,1633.506
42917,45000000,DHA Defence,5,5,5445.0
42918,50000000,DHA Defence,7,7,5445.0
42919,50000000,DHA Defence,7,7,5445.0
42920,50000000,DHA Defence,5,5,5445.0
42921,51500000,DHA Defence,5,5,5445.0
42922,50000000,DHA Defence,5,5,5445.0
42923,70000000,DHA Defence,5,5,5445.0
42924,38000000,DHA Defence,5,5,4356.016
42925,55000000,DHA Defence,5,5,5445.0
42926,45000000,DHA Defence,6,6,5445.0
42927,55000000,DHA Defence,5,5,5445.0
42928,47500000,DHA Defence,5,5,5445.0
42929,42500000,DHA Defence,5,5,5445.0
42930,37500000,DHA Defence,6,6,5445.0
42931,40000000,DHA Defence,5,5,4356.016
42932,80000000,DHA Defence,7,7,87120.0
42933,42500000,F-15,8,7,38659.642
42935,22500000,G-15,4,4,2178.008
42940,51000000,Bahria Town,7,7,5445.0
42941,46500000,DHA Defence,7,7,5445.0
42942,5500000,Bani Gala,0,2,1361.255
42947,14500000,I-10,3,3,18240.817
42949,32500000,DHA Defence,7,6,70785.0
42950,7000000,Ali Pur,0,0,1361.255
42951,9500000,Chatha Bakhtawar,6,8,1361.255
42952,150000000,Bani Gala,6,7,190575.0
42954,15000000,Bhara kahu,6,5,2722.51
42955,85000000,F-10,6,6,70785.0
43187,19000000,D-12,5,4,1089.004
43188,45000000,F-11,0,0,25319.343
43189,65000000,E-11,6,5,5445.0
43190,27000000,G-13,5,5,2178.008
43191,43000000,E-11,6,5,27497.351
43192,2200000,other,2,2,9528.785
43194,26000000,G-15,0,6,3267.012
43195,4500000,Simly Dam Road,3,3,1361.255
43196,5000000,Taramrri,2,0,816.7529999999999
43197,19000000,G-10,3,3,1633.506
43199,55000000,G-11,6,6,3267.012
43200,15000000,G-15,4,4,1905.757
43201,2000000,Gulberg,0,0,1361.255
43204,20000000,Soan Garden,6,6,33759.124
43205,150000000,F-7,10,10,70785.0
43206,29500000,G-13,5,5,2178.008
43208,8200000,Alipur Farash,4,4,12251.294999999998
43209,8000000,Marwa Town,5,4,1361.255
43210,22500000,G-13,4,4,2178.008
43211,17500000,I-9,4,4,1361.255
43212,11500000,Soan Garden,3,4,1633.506
43490,3600000,Burma Town,2,3,9528.785
43491,38500000,G-9,0,0,38659.642
43493,150000000,other,6,6,70785.0
43494,16000000,Bahria Town,3,3,1361.255
43495,25000000,Korang Town,6,6,38659.642
43496,13500000,G-14,4,5,11979.043999999998
43498,17000000,Margalla Town,2,3,1905.757
43500,9000000,Bani Gala,6,7,1361.255
43501,15000000,PWD Housing Scheme,6,5,2722.51
43502,250000000,F-8,8,8,21780.0
43504,22000000,PWD Housing Scheme,9,7,3267.012
43505,18000000,PWD Housing Scheme,7,6,2722.51
43507,6900000,Gulberg,5,5,15246.056
43511,16000000,Bani Gala,4,6,1905.757
43513,48000000,E-11,6,6,4356.016
43515,70000000,Bani Gala,7,7,10890.0
43517,3200000,Taramrri,1,2,6806.275
43518,42500000,other,8,7,5445.0
43519,12500000,other,7,6,12251.294999999998
43520,12500000,other,7,6,12251.294999999998
43521,27500000,G-9,5,5,1633.506
43522,47500000,DHA Defence,5,5,5445.0
43524,9550000,B-17,5,5,1361.255
43778,95000000,F-10,4,4,70785.0
43779,8500000,other,4,4,2722.51
43781,18000000,D-12,5,5,11979.043999999998
43785,179000000,F-8,0,0,70785.0
43786,35000000,G-9,5,5,29675.359
43787,76500000,I-8,5,6,65340.0
43788,60000000,I-8,10,9,38659.642
43789,60000000,I-8,9,9,38659.642
43790,47000000,DHA Defence,6,5,5445.0
43792,25000000,E-11,6,5,18240.817
43793,11500000,other,4,6,2178.008
43794,2000000,Jhangi Syedan,0,0,544.502
43795,37500000,Bhara kahu,6,8,10890.0
43796,15500000,G-13,4,4,1089.004
43797,5000000,Chatha Bakhtawar,0,0,1361.255
43798,26000000,G-11,4,4,1905.757
43801,13300000,Green Avenue,8,6,1089.004
44044,240000000,F-6,0,0,10890.0
44045,13500000,National Police Foundation O-9,6,5,2722.51
44046,4000000,Ghauri Town,2,1,816.7529999999999
44047,35000000,G-15,8,6,38659.642
44048,74500000,G-14,8,8,70785.0
44051,10000000,Royal Avenue,4,4,1361.255
44053,18500000,G-15,0,0,2722.51
44055,10700000,Shaheen Town,6,6,29675.359
44056,13000000,Soan Garden,8,6,2178.008
44057,13000000,Soan Garden,8,6,2178.008
44058,6700000,Ghauri Town,3,2,1361.255
44060,12000000,Shaheen Town,6,6,1905.757
44061,5500000,Shaheen Town,3,2,1361.255
44062,4500000,Shaheen Town,0,0,1089.004
44063,5500000,Shaheen Town,3,2,1361.255
44064,5200000,Arsalan Town,3,2,1361.255
44065,6000000,Arsalan Town,2,3,1633.506
44066,7500000,Arsalan Town,5,7,1633.506
44067,7500000,Arsalan Town,5,7,1633.506
44069,3100000,Arsalan Town,2,3,816.7529999999999
44072,16000000,G-13,4,4,1089.004
44074,44000000,DHA Defence,6,5,5445.0
44077,31000000,G-13,5,5,2178.008
44333,15400000,National Police Foundation O-9,7,6,2722.51
44334,36000000,G-13,7,5,2722.51
44335,8200000,Ghauri Town,6,4,1361.255
44336,8800000,FECHS,3,2,1905.757
44337,12500000,FECHS,6,4,1905.757
44338,6500000,Tarnol,6,4,1361.255
44339,16000000,Gulberg,5,4,21235.578
44340,13000000,Ghauri Town,0,0,1361.255
44341,19000000,G-15,6,5,2178.008
44342,18000000,G-15,5,4,2178.008
44343,18000000,G-15,5,5,2178.008
44345,6000000,other,0,0,1361.255
44346,60000000,F-11,6,6,4356.016
44348,235000000,F-7,5,4,98010.0
44350,65000000,F-10,5,5,5445.0
44351,14000000,Soan Garden,8,6,1633.506
44352,15000000,Soan Garden,8,6,1633.506
44353,3000000,H-13,1,2,816.7529999999999
44355,32500000,F-11,6,5,18240.817
44357,3500000,Tarlai,2,2,816.7529999999999
44358,9000000,B-17,4,4,1361.255
44360,35000000,G-13,6,5,2722.51
44361,27000000,E-11,5,4,18240.817
44362,15500000,I-10,6,6,1089.004
44363,4500000,Ghauri Town,3,3,1089.004
44364,81000000,F-10,0,6,5445.0
44365,46500000,DHA Defence,6,6,5445.0
44366,50000000,other,10,9,5445.0
44367,45000000,DHA Defence,6,6,5445.0
44368,17000000,CBR Town,3,3,3267.012
44623,15500000,I-10,6,6,11979.043999999998
44626,19000000,G-11,3,3,1361.255
44628,6500000,Bhara kahu,3,3,1905.757
44629,13500000,Soan Garden,5,5,18240.817
44631,26500000,DHA Defence,4,4,2722.51
44634,33300000,H-13,0,0,39748.64599999999
44636,150000000,F-11,10,11,87120.0
