,price,location,baths,bedrooms,Total_Area
73461,85000000,F-11,0,0,5445.0
73463,85000000,F-7,0,0,5445.0
73464,290000000,F-8,8,8,21780.0
73466,105000000,F-8,5,5,5445.0
73471,42500000,DHA Defence,7,5,5445.0
73473,54500000,DHA Defence,7,5,5445.0
73475,17000000,FECHS,6,6,2178.008
73477,38500000,DHA Defence,0,0,5445.0
73479,55000000,I-8,6,6,2994.7609999999995
73480,22500000,Ghauri Town,6,5,2722.51
73484,9800000,Ghauri Town,5,4,1361.255
73485,46000000,I-8,7,7,33759.124
73487,42500000,DHA Defence,4,4,5445.0
73490,180000000,F-7,0,0,136125.0
73492,30000000,G-15,7,8,3539.263
73698,17500000,Bhara kahu,0,8,3267.012
73699,5000000,Jhang Syedan,3,3,1089.004
73700,11000000,Ghauri Town,6,4,1361.255
73702,12000000,Soan Garden,5,4,1633.506
73703,16500000,Soan Garden,8,6,2722.51
73704,130000000,F-6,10,11,87120.0
73706,8000000,Burma Town,3,2,1633.506
73708,85000000,F-10,0,0,70785.0
73709,25000000,Naval Anchorage,6,6,38659.642
73710,220000000,F-7,6,6,10890.0
73711,100000000,G-10,10,10,87120.0
73712,72500000,I-8,9,10,38659.642
73714,95000000,I-8,6,6,65340.0
73718,67500000,Green Avenue,6,6,5445.0
73719,4400000,DHA Defence,3,3,2178.008
73723,8000000,H-13,4,3,1361.255
73726,4000000,Ali Pur,3,3,11979.043999999998
73930,130000000,I-8,9,9,5445.0
73932,52500000,I-8,6,6,38659.642
73933,12500000,Soan Garden,0,0,1361.255
73935,320000000,F-7,7,7,21780.0
73936,32500000,I-10,6,5,2178.008
73939,14500000,I-10,3,3,1361.255
73943,75000000,F-11,7,7,5445.0
73944,55000000,G-10,6,6,48460.67799999999
73945,14500000,FECHS,4,4,2178.008
73948,16000000,D-12,4,3,11979.043999999998
73951,27500000,G-13,6,5,2178.008
73954,190000000,E-7,0,0,103455.0
73957,36000000,G-13,6,6,2722.51
73960,16500000,D-12,3,3,1089.004
73961,6500000,Bani Gala,3,2,1361.255
73962,49000000,DHA Defence,6,7,5445.0
74189,55000000,I-8,7,7,33759.124
74190,85000000,F-10,6,5,5445.0
74191,50000000,Emaar Canyon Views,6,5,65340.0
74192,60000000,I-8,7,7,33759.124
74193,47500000,I-8,5,5,33759.124
74194,8500000,Soan Garden,3,2,1633.506
74195,28000000,G-9,2,2,1633.506
74196,42500000,E-11,4,4,2722.51
74197,17000000,FECHS,7,5,2722.51
74198,27000000,D-12,5,5,1361.255
74199,16000000,G-15,5,5,1905.757
74200,8200000,Ghauri Town,4,4,1361.255
74204,28000000,G-13,7,7,29675.359
74205,46000000,G-9,6,6,3811.514
74206,50000000,E-11,7,6,4356.016
74435,40000000,other,0,0,21780.0
74436,36500000,G-11,5,6,2178.008
74437,13500000,G-13,3,3,1089.004
74438,90000000,F-10,9,9,70785.0
74439,80000000,G-11,9,9,70785.0
74441,48500000,DHA Defence,7,6,5445.0
74442,200000000,F-8,8,7,98010.0
74443,49000000,D-12,6,6,38659.642
74444,15000000,Ghauri Town,6,5,1361.255
74445,16000000,PWD Housing Scheme,6,5,2722.51
74455,57500000,Bahria Town,7,7,5445.0
74457,36500000,DHA Defence,6,6,5445.0
74459,160000000,F-11,0,12,87120.0
74462,14500000,D-12,3,4,11979.043999999998
74464,42500000,DHA Defence,7,5,5445.0
74466,14000000,PWD Housing Scheme,0,5,25319.343
74467,12500000,Pakistan Town,0,3,29675.359
74684,105000000,F-6,6,5,48460.67799999999
74685,14000000,I-10,0,0,15246.056
74686,16000000,I-10,0,0,15246.056
74687,22500000,I-10,0,0,15246.056
74688,22000000,I-10,0,0,15246.056
74689,18000000,I-10,0,0,25319.343
74691,100000000,F-6,0,5,76230.0
74692,650000000,F-6,0,10,294030.0
74693,180000000,F-8,0,10,136125.0
74694,39000000,DHA Defence,6,6,5445.0
74695,33000000,DHA Defence,4,4,65340.0
74696,80000000,F-6,4,5,48460.67799999999
74697,23000000,Bani Gala,6,5,2722.51
74700,11500000,B-17,3,3,1361.255
74701,18500000,I-10,4,4,1633.506
74702,7000000,Ghauri Town,3,3,1361.255
74703,12000000,I-9,0,0,15246.056
74704,23500000,Zaraj Housing Scheme,0,4,33759.124
74705,25000000,Zaraj Housing Scheme,0,8,33759.124
74706,18500000,Zaraj Housing Scheme,0,5,33759.124
74707,25000000,Bahria Town,4,4,2722.51
74708,25000000,Bahria Town,4,4,2722.51
74709,25000000,Bahria Town,4,4,2722.51
74711,4000000,Lehtarar Road,0,2,1089.004
74712,13500000,Green Avenue,6,4,1361.255
74713,15500000,Bani Gala,6,7,2722.51
74965,22500000,I-9,3,4,1905.757
74966,9500000,H-13,4,4,1361.255
74968,46000000,DHA Defence,5,5,5445.0
74969,25000000,G-10,4,5,1633.506
74970,16000000,PWD Housing Scheme,6,5,2722.51
74972,50000000,DHA Defence,7,6,5445.0
74973,18500000,G-15,4,5,2178.008
74974,26500000,G-13,0,0,11979.043999999998
74975,21000000,DHA Defence,3,2,3267.012
74976,25000000,Bahria Town,6,6,2722.51
74977,46000000,F-6,0,4,29130.857
74978,12300000,Bahria Town,4,4,1361.255
74979,14500000,I-10,4,5,18240.817
74980,15500000,D-12,0,0,1089.004
74981,18500000,Pakistan Town,0,6,2722.51
75234,15500000,Faisal Town - F-18,7,6,2178.008
75235,4500000,DHA Defence,2,2,1361.255
75236,18000000,G-15,5,5,2178.008
75238,8500000,H-13,5,6,1361.255
75239,45000000,DHA Defence,6,6,5445.0
75241,2650000,Ghauri Town,2,4,544.502
75244,6800000,H-13,3,3,1361.255
75246,46000000,DHA Defence,5,5,5445.0
75247,26500000,Bahria Town,5,4,2722.51
75248,12500000,other,3,3,1361.255
75249,35000000,Emaar Canyon Views,7,5,65340.0
75251,23500000,DHA Defence,5,5,2722.51
75252,75000000,G-11,7,6,5445.0
75253,35000000,G-11,6,6,2178.008
75254,90000000,E-11,7,7,5445.0
75255,37500000,Emaar Canyon Views,6,5,59895.0
75256,190000000,E-7,0,0,103455.0
75257,200000000,E-7,6,5,103455.0
75258,180000000,E-7,6,5,87120.0
75446,240000000,E-7,7,6,103455.0
75447,90000000,E-11,7,6,4900.518
75475,37500000,G-13,7,7,38659.642
75476,28500000,G-13,7,5,2178.008
75477,7800000,Ghauri Town,4,3,1361.255
75478,14000000,I-10,0,0,1361.255
75479,16000000,I-10,0,0,1361.255
75480,22500000,I-10,0,0,1361.255
75481,22000000,I-10,0,0,1361.255
75482,18000000,I-10,0,0,2178.008
75485,20000000,I-10,3,5,1633.506
75486,35500000,Naval Anchorage,7,6,5445.0
75488,3800000,Jhang Syedan,2,2,9528.785
75489,62500000,Bahria Town,7,6,98010.0
75490,20000000,G-11,4,2,1361.255
75491,20000000,other,0,0,5445.0
75492,22500000,PWD Housing Scheme,6,6,3267.012
75493,21000000,PWD Housing Scheme,6,6,3267.012
75494,21000000,PWD Housing Scheme,6,6,3267.012
75495,11500000,PWD Housing Scheme,4,4,1633.506
75496,4999000,Lehtarar Road,2,3,1361.255
75497,16000000,PWD Housing Scheme,5,5,2722.51
75498,16000000,H-13,9,9,1905.757
75499,16000000,PWD Housing Scheme,5,5,2722.51
75500,19000000,PWD Housing Scheme,7,6,5445.0
75501,14000000,PWD Housing Scheme,5,5,2722.51
75502,12500000,H-13,7,10,1361.255
75504,16000000,PWD Housing Scheme,5,5,2722.51
75505,80000000,F-11,8,7,70785.0
75506,83000000,F-10,6,6,5445.0
75507,76000000,F-10,5,5,65340.0
75508,26000000,PWD Housing Scheme,6,6,3267.012
75509,21500000,PWD Housing Scheme,6,6,3267.012
75510,11000000,other,6,4,1905.757
75511,9500000,other,4,4,1905.757
75512,27500000,PWD Housing Scheme,6,6,5445.0
75513,13200000,PWD Housing Scheme,5,5,2722.51
75514,11200000,PWD Housing Scheme,2,2,2722.51
75515,11000000,Pakistan Town,4,4,1361.255
75516,6500000,other,3,3,1361.255
75517,12000000,Soan Garden,2,2,2722.51
75518,14000000,Soan Garden,5,5,2722.51
75519,14500000,Soan Garden,5,5,2178.008
75520,14500000,Soan Garden,5,5,2178.008
75521,17000000,National Police Foundation O-9,5,5,2722.51
75522,11500000,National Police Foundation O-9,4,4,2722.51
75523,8500000,National Police Foundation O-9,4,4,1361.255
75524,16500000,National Police Foundation O-9,5,5,2722.51
75525,14500000,CBR Town,6,5,2722.51
75526,11500000,B-17,4,4,1361.255
75724,12000000,Pakistan Town,0,2,25319.343
75725,35000000,National Police Foundation,0,10,5445.0
75726,12000000,Pakistan Town,0,2,25319.343
75727,23000000,Pakistan Town,0,5,50366.435
75729,9500000,Ghauri Town,5,4,1361.255
75941,3500000,Lehtarar Road,2,2,816.7529999999999
75943,6500000,Islamabad Expressway,3,2,1361.255
75944,180000000,other,6,6,87120.0
75945,5500000,Ghauri Town,3,2,11979.043999999998
75946,57500000,G-7,5,5,59895.0
75947,55000000,I-8,7,7,3267.012
75948,20000000,Bahria Town,0,0,2722.51
75951,23500000,Bahria Town,5,4,2722.51
76186,13500000,B-17,7,5,2178.008
76188,8000000,Bhara kahu,4,3,1905.757
76189,6000000,other,3,2,1361.255
76191,47500000,DHA Defence,7,7,5445.0
76192,4150000,Arsalan Town,3,2,1089.004
76194,115000000,F-10,8,8,59895.0
76195,350000000,F-8,8,8,21780.0
76197,39500000,DHA Defence,6,6,5445.0
76198,83000000,F-10,6,5,70785.0
76199,21000000,Bahria Town,0,0,26136.096
76202,12000000,Pakistan Town,2,2,25319.343
76203,35000000,National Police Foundation,8,7,5445.0
76204,12000000,Pakistan Town,2,2,25319.343
76205,23000000,Pakistan Town,5,5,4900.518
76206,65000000,I-8,0,0,33759.124
76207,65000000,I-8,0,0,38659.642
76226,25500000,Zaraj Housing Scheme,0,0,3811.514
76227,35000000,G-15,7,7,38659.642
76234,13500000,Bahria Town,4,3,1361.255
76236,26000000,E-11,7,4,1633.506
76237,15500000,G-13,5,4,1089.004
76238,9500000,B-17,4,3,1361.255
76457,48500000,DHA Defence,7,6,5445.0
76458,55000000,Bahria Town,5,5,87120.0
76460,44500000,E-11,9,6,2722.51
76461,12500000,Park View City,5,5,1361.255
76462,23500000,G-13,5,5,1905.757
76463,10000000,Jhang Syedan,0,0,1633.506
76735,37500000,DHA Defence,9,9,5445.0
76736,22500000,Park View City,6,6,2722.51
76737,16000000,G-13,5,4,1089.004
76741,40000000,I-8,6,6,2722.51
76742,3000000,Thanda Pani,3,3,1089.004
76745,27500000,I-9,0,5,25319.343
76746,31500000,G-10,0,5,2722.51
76748,31000000,G-13,7,6,2178.008
76749,80000000,F-10,9,9,5445.0
76751,12500000,H-13,3,3,1361.255
76752,8500000,Ghauri Town,6,4,1361.255
76753,115000000,other,0,0,70785.0
76754,11800000,Pakistan Town,4,3,3267.012
76755,44000000,F-11,7,7,25319.343
76759,72500000,F-11,0,12,70785.0
76760,65000000,F-11,6,6,5445.0
76761,78000000,F-10,5,5,59895.0
76762,95000000,F-10,4,4,70785.0
76763,115000000,F-10,8,8,10890.0
76936,200000000,F-8,0,0,70785.0
76937,32500000,G-13,6,5,2178.008
76938,90000000,F-8,0,0,5445.0
76949,102500000,F-6,8,8,48460.67799999999
76952,42500000,G-13,7,7,2722.51
76957,16000000,National Police Foundation O-9,7,5,2722.51
76958,45000000,DHA Defence,6,6,5445.0
76961,16500000,I-14,5,4,18240.817
76962,11000000,F-17,2,2,1905.757
76963,57000000,I-8,6,6,38659.642
76964,49000000,I-8,6,6,38659.642
76966,45000000,DHA Defence,6,5,5445.0
76967,58000000,I-8,6,6,38659.642
76968,8700000,Ghauri Town,6,5,1361.255
76969,15000000,CBR Town,3,3,2178.008
77155,47500000,DHA Defence,6,6,5445.0
77156,30000000,G-9,4,4,17968.566
77157,12500000,Park Road,4,5,1361.255
77158,40000000,I-8,6,7,2722.51
77159,36000000,DHA Defence,6,5,5445.0
77160,35000000,F-17,8,7,5445.0
77163,19500000,Zaraj Housing Scheme,4,4,3267.012
77164,12000000,Ghauri Town,7,5,1361.255
77165,5800000,Ghauri Town,3,2,15246.056
77166,16000000,FECHS,6,7,2178.008
77169,61500000,I-8,6,6,3539.263
77171,15000000,Bhara kahu,3,4,2722.51
77174,70000000,G-7,6,5,5445.0
77176,11500000,Pakistan Town,5,4,1633.506
77177,31400000,National Police Foundation O-9,10,9,5445.0
77178,31400000,National Police Foundation O-9,10,9,5445.0
77179,47500000,DHA Defence,7,6,5445.0
77180,53500000,DHA Defence,6,5,5445.0
77377,7000000,other,3,6,2178.008
77388,30000000,B-17,6,6,5445.0
77390,14800000,G-13,5,3,1089.004
77393,23000000,I-9,6,4,1361.255
77396,20000000,I-10,3,5,15246.056
77397,10500000,Ghauri Town,4,4,1633.506
77399,12000000,CBR Town,5,4,1905.757
77400,13000000,CBR Town,6,4,2178.008
77401,16500000,Soan Garden,8,6,2722.51
77403,24000000,G-13,7,6,1905.757
77404,14000000,PWD Road,7,5,2722.51
77405,15000000,I-10,0,0,18240.817
77406,48000000,I-8,7,7,38659.642
77407,42000000,DHA Defence,6,6,5445.0
77409,22000000,Bahria Town,5,4,2722.51
77410,12000000,Soan Garden,6,5,1633.506
77413,34000000,PWD Housing Scheme,8,8,5445.0
77414,26000000,Bahria Town,6,6,2722.51
77612,16500000,G-13,5,3,11979.043999999998
77613,16500000,G-13,4,4,11979.043999999998
77619,16800000,G-13,5,4,11979.043999999998
77620,16000000,Pakistan Town,7,6,2722.51
77621,12000000,PWD Housing Scheme,3,2,2722.51
77628,7500000,Green Avenue,2,4,816.7529999999999
77629,38000000,Bahria Town,7,5,5445.0
77631,3700000,DHA Defence,2,2,1361.255
77633,33000000,G-15,8,7,38659.642
77877,45000000,F-11,7,6,2722.51
77879,24500000,E-11,5,4,1905.757
77880,25000000,Naval Anchorage,6,6,3811.514
77882,50000000,DHA Defence,5,5,5445.0
77883,80000000,DHA Defence,7,7,190575.0
77884,17000000,G-13,5,4,11979.043999999998
77885,44000000,F-11,5,5,29675.359
77886,39000000,DHA Defence,6,5,5445.0
77888,45000000,DHA Defence,6,5,5445.0
77889,4500000,Ghauri Town,0,0,816.7529999999999
77890,2700000,DHA Defence,2,3,1361.255
77891,37000000,DHA Defence,6,5,5445.0
77893,9900000,Taramrri,3,3,33759.124
77894,11000000,Ghauri Town,6,4,1361.255
77895,6900000,Ghauri Town,4,3,1361.255
77896,6900000,Ghauri Town,3,2,1361.255
77897,11000000,Ghauri Town,6,4,1361.255
77898,90000000,E-11,4,4,5445.0
77899,12000000,Bani Gala,3,2,2722.51
77900,167500000,Bani Gala,0,0,43560.0
77901,15000000,Bani Gala,4,4,1633.506
77902,8600000,B-17,0,0,2722.51
77903,9000000,Bani Gala,6,4,1361.255
77904,70000000,Bani Gala,8,7,21780.0
77905,9500000,Bani Gala,4,3,2178.008
77906,115000000,F-10,9,8,5445.0
77907,10900000,Ghauri Town,5,4,1361.255
77908,29500000,DHA Defence,6,6,2722.51
77909,27000000,DHA Defence,5,5,2722.51
77910,35000000,E-11,6,6,2178.008
78149,10500000,Naval Anchorage,4,4,1361.255
78150,63500000,F-6,4,4,4356.016
78151,15500000,other,7,8,2178.008
78152,4500000,DHA Defence,3,3,2178.008
78153,7400000,DHA Defence,4,4,2178.008
78154,45000000,F-11,5,5,2722.51
78155,16000000,DHA Defence,4,4,2722.51
78156,19800000,Chak Shahzad,5,5,28041.853
78157,24500000,CBR Town,7,6,38659.642
78158,16000000,CBR Town,6,5,2178.008
78159,16000000,CBR Town,6,5,2178.008
78160,16000000,CBR Town,6,5,2178.008
78161,14000000,CBR Town,6,5,2178.008
78162,14500000,CBR Town,6,5,2178.008
78163,15500000,CBR Town,6,5,2178.008
78164,26000000,CBR Town,8,7,38659.642
78165,14000000,Soan Garden,5,4,2178.008
78174,11500000,Soan Garden,5,4,2178.008
78361,140000000,I-8,8,7,5445.0
78365,38000000,Bani Gala,8,6,5445.0
78367,12000000,Korang Town,5,4,23141.335
78368,97000000,F-8,6,5,5445.0
78369,12500000,FECHS,6,5,2178.008
78370,53500000,DHA Defence,6,5,5445.0
78371,11500000,Ghauri Town,5,4,1361.255
78372,32500000,DHA Defence,5,5,3811.514
78374,63500000,F-6,4,4,4356.016
78375,31500000,Bani Gala,8,6,5445.0
78595,45000000,G-10,6,6,38659.642
78597,70000000,Bani Gala,7,7,16335.0
78598,16000000,G-13,4,3,1089.004
78600,7000000,Marwa Town,5,5,1361.255
78602,19600000,National Police Foundation O-9,5,5,2722.51
78603,19500000,CBR Town,7,7,2722.51
78604,9000000,Bani Gala,6,4,1361.255
78605,17500000,Bani Gala,8,6,2722.51
78607,220000000,F-7,10,10,98010.0
78608,15000000,National Police Foundation O-9,6,5,2722.51
78609,14500000,I-10,0,0,1633.506
78610,22500000,I-10,0,0,1633.506
78611,24000000,I-9,0,0,1633.506
78612,11000000,I-10,0,0,1089.004
78613,11500000,I-14,0,0,1361.255
78614,11500000,I-10,3,3,1361.255
78615,4500000,H-13,2,2,816.7529999999999
78889,5500000,H-13,0,0,1361.255
78890,4700000,H-13,2,2,9528.785
78891,16000000,I-10,0,0,1633.506
78896,12000000,Ghauri Town,7,5,1361.255
78898,14500000,Soan Garden,6,5,2178.008
78905,30500000,other,5,5,65340.0
78910,27500000,I-9,4,5,2450.259
79140,16500000,G-13,5,4,11979.043999999998
79142,10500000,CBR Town,2,2,2178.008
79143,16200000,G-13,5,4,11979.043999999998
79144,25000000,I-9,4,4,2450.259
79145,24500000,G-13,6,5,2178.008
79148,39000000,I-8,3,3,3267.012
79149,8000000,other,3,3,1361.255
79150,38500000,DHA Defence,0,5,4356.016
79152,14000000,I-10,0,0,1361.255
79154,60000000,DHA Defence,7,6,5445.0
79157,32500000,DHA Defence,7,7,2722.51
79161,31000000,DHA Defence,7,5,3539.263
79387,200000000,G-6,8,7,179685.0
79388,270000000,G-6,10,10,234135.0
79389,135000000,G-6,10,7,114345.0
79390,4500000,Chak Shahzad,2,3,1089.004
79391,360000000,F-7,10,8,130680.0
79392,19000000,D-12,4,4,1089.004
79393,32500000,I-10,7,5,1905.757
79394,21500000,I-10,6,5,1633.506
79395,21200000,I-10,7,5,1361.255
79396,22000000,I-10,6,5,1633.506
79397,20000000,I-10,4,5,1361.255
79398,30000000,I-10,4,4,2178.008
79399,30000000,I-10,7,5,2178.008
79400,35000000,I-10,6,5,2178.008
79401,17000000,I-10,4,4,1633.506
79402,5500000,Shaheen Town,3,2,1361.255
79403,20000000,Shaheen Town,3,3,2722.51
79404,30000000,Bahria Town,6,5,2722.51
79405,37500000,Bahria Town,0,0,87120.0
79406,26000000,Bahria Town,6,5,2722.51
79407,16000000,F-10,6,5,9801.036
79408,75000000,E-11,10,8,5445.0
79409,47500000,G-13,7,6,38659.642
79410,15100000,B-17,5,4,1905.757
79411,15100000,B-17,5,4,19329.821
79412,16500000,G-13,5,4,11979.043999999998
79413,26000000,G-13,6,6,2178.008
79414,16500000,G-13,5,4,11979.043999999998
79415,35000000,G-13,6,6,2722.51
79416,4500000,Marwa Town,3,3,1633.506
79417,15500000,G-13,5,4,11979.043999999998
79418,2800000,DHA Defence,0,2,1361.255
79419,6300000,DHA Defence,0,3,2178.008
79420,7500000,DHA Defence,0,3,2178.008
79421,6800000,DHA Defence,0,3,2178.008
79423,42500000,G-13,7,7,2722.51
79424,16000000,G-13,5,4,11979.043999999998
79425,16500000,G-13,5,4,11979.043999999998
79669,16500000,Faisal Town - F-18,4,4,2178.008
79671,47500000,I-8,6,6,33759.124
79675,6200000,Ghauri Town,3,2,1361.255
79676,54500000,G-9,7,7,3811.514
79863,48500000,DHA Defence,8,7,5445.0
79864,47500000,G-11,5,5,38659.642
79865,24000000,CBR Town,6,6,3267.012
79866,16500000,G-13,5,4,11979.043999999998
79867,26500000,G-13,6,5,2178.008
79868,16200000,G-13,5,4,11979.043999999998
79869,19000000,G-9,4,4,1633.506
79870,26000000,G-13,6,5,2178.008
79871,40000000,G-9,0,5,29675.359
79873,16000000,G-13,5,4,11979.043999999998
79874,28500000,G-13,6,6,2178.008
79875,4500000,Bhara kahu,0,0,10345.538
79876,5500000,Bhara kahu,7,6,11979.043999999998
79877,90000000,F-6,0,0,59895.0
79878,32500000,E-11,5,5,2178.008
79879,78000000,F-11,5,5,5445.0
79880,84000000,F-11,6,6,5445.0
79883,110000000,F-6,7,6,59895.0
79884,107000000,F-8,8,7,98010.0
79885,38000000,DHA Defence,6,5,5445.0
79888,14700000,G-13,5,4,11979.043999999998
79889,14500000,CBR Town,6,5,2178.008
79890,25000000,G-13,6,5,2178.008
79891,14000000,CBR Town,6,5,2178.008
79892,14000000,CBR Town,6,5,2178.008
79893,14500000,CBR Town,6,5,2178.008
79894,24500000,CBR Town,7,6,38659.642
79895,25000000,CBR Town,7,6,38659.642
79896,21200000,I-10,6,5,15246.056
80102,14500000,F-17,6,6,2178.008
80103,71000000,G-14,9,9,70785.0
80104,13500000,Pakistan Town,3,4,5445.0
80105,15000000,other,7,6,14429.302999999998
80106,10000000,PWD Housing Scheme,3,2,2722.51
80327,15500000,Soan Garden,7,6,2722.51
80328,60000000,F-6,4,4,5172.768999999999
80330,2400000,Burma Town,2,3,816.7529999999999
80332,9500000,Ghauri Town,6,6,1361.255
80334,65000000,F-11,7,6,4356.016
80335,102000000,F-11,10,10,5445.0
80336,55000000,F-11,6,5,4356.016
80337,89000000,F-11,7,6,5445.0
80338,57000000,E-11,7,7,4356.016
80339,68000000,E-11,7,7,5445.0
80340,75000000,E-11,7,7,5445.0
80341,75000000,E-11,8,8,5445.0
80342,57000000,E-11,8,8,4356.016
80578,45000000,E-11,7,6,33759.124
80579,53000000,E-11,8,8,38659.642
80580,85000000,E-11,10,9,5445.0
80581,45000000,E-11,6,6,27497.351
80582,47000000,E-11,7,6,4356.016
80583,50000000,E-11,7,6,4356.016
80584,65000000,E-11,7,6,5445.0
80585,60000000,E-11,10,11,5445.0
80586,9000000,Ghauri Town,5,6,1361.255
80588,9200000,I-14,7,7,1089.004
80589,40000000,G-9,5,5,3267.012
80602,25500000,CBR Town,8,7,3811.514
80603,17000000,Zaraj Housing Scheme,5,4,2722.51
80606,19000000,Zaraj Housing Scheme,5,4,3267.012
80610,16500000,G-13,5,4,11979.043999999998
80611,36000000,Bahria Town,8,9,59895.0
80612,14500000,PWD Housing Scheme,5,5,25319.343
80613,12000000,Pakistan Town,0,0,18240.817
80614,8500000,Pakistan Town,3,2,1633.506
80615,11800000,PWD Housing Scheme,3,2,2722.51
80616,15000000,Bhara kahu,4,3,4356.016
80763,12500000,Naval Anchorage,5,5,1361.255
80764,12000000,Soan Garden,5,4,18240.817
80771,12700000,Ghauri Town,7,5,1633.506
80772,45000000,I-8,3,3,38659.642
80773,15500000,Faisal Town - F-18,7,5,2178.008
80775,45000000,I-8,3,3,38659.642
80776,39000000,G-13,6,6,38659.642
80777,4800000,other,3,2,2178.008
80778,9500000,Ghauri Town,6,5,15246.056
80779,69000000,Bahria Town,6,6,119790.0
80780,6400000,H-13,3,2,1361.255
80781,6200000,Khanna Pul,3,3,1089.004
80782,85000000,F-11,7,6,5445.0
80783,15000000,Bahria Town,4,3,1361.255
80784,15000000,Bahria Town,4,3,1361.255
80785,15000000,Bahria Town,4,3,1361.255
80786,15000000,Bahria Town,4,3,1361.255
80787,200000000,F-7,10,10,130680.0
80798,19500000,Soan Garden,5,4,4356.016
80799,14500000,CBR Town,6,5,2178.008
80800,14500000,CBR Town,6,5,2178.008
81008,29000000,G-11,4,4,1633.506
81009,18200000,G-10,4,4,17968.566
81011,18800000,Pakistan Town,6,6,3267.012
81012,7000000,Ali Pur,3,5,1633.506
81013,77500000,F-11,6,6,70785.0
81014,51000000,I-8,7,7,38659.642
81015,8000000,B-17,4,4,2178.008
81016,38000000,G-13,6,6,38659.642
81017,14000000,G-13,5,4,11979.043999999998
81018,26000000,G-13,6,5,2178.008
81232,5500000,Ghauri Town,3,3,1089.004
81233,5500000,Ghauri Town,4,4,1089.004
81234,3500000,Ghauri Town,0,0,8712.032
81237,54500000,G-9,7,7,38659.642
81239,37000000,F-11,4,4,1905.757
81240,35000000,G-13,6,6,2722.51
81241,32500000,G-13,6,5,2178.008
81242,30500000,G-13,6,5,2178.008
81243,15000000,G-13,5,4,11979.043999999998
81244,25000000,G-13,6,5,2178.008
81245,7000000,H-13,6,6,816.7529999999999
81246,8500000,Pakistan Town,2,2,1633.506
81247,14900000,National Police Foundation O-9,6,5,2722.51
81248,13500000,Bahria Town,3,3,1361.255
81249,26000000,Bahria Town,7,5,2722.51
81250,9900000,Bahria Town,4,3,1361.255
81251,41800000,Naval Anchorage,7,7,5445.0
81252,15000000,Park View City,3,3,1361.255
81253,41500000,DHA Defence,6,5,5445.0
81255,22500000,Bahria Town,6,5,2722.51
81256,46500000,Bahria Town,6,5,5445.0
81257,42500000,Bahria Town,6,5,5445.0
81258,26500000,Bahria Town,6,5,2722.51
81466,40000000,Bahria Town,8,6,5445.0
81467,26000000,G-13,7,5,1905.757
81468,35000000,G-13,8,8,2722.51
81469,50000000,G-13,8,7,4356.016
81470,16000000,G-13,5,4,11979.043999999998
81471,28500000,G-13,6,5,2178.008
81472,15500000,Emaar Canyon Views,4,3,3267.012
81473,32500000,G-13,6,5,2178.008
81474,28000000,G-13,5,5,2178.008
81475,15500000,G-13,5,5,11979.043999999998
81476,16500000,G-13,5,5,11979.043999999998
